File: D:\Documents\E_Plus_2030_py\output\01198160-9c47-47f3-90ad-10fa9f9b7567\assigned\assigned_hvac_building.csv
============================================================
ogc_fid,param_name,param_value
1,heating_day_setpoint,19.778853596915766
1,heating_day_setpoint_range,"(18.5, 20.5)"
1,heating_night_setpoint,15.025010755222667
1,heating_night_setpoint_range,"(15.0, 16.0)"
1,cooling_day_setpoint,25.6
1,cooling_day_setpoint_range,"(25.6, 25.6)"
1,cooling_night_setpoint,26.446421476297644
1,cooling_night_setpoint_range,"(26.0, 28.0)"
1,max_heating_supply_air_temp,52.364712141640126
1,max_heating_supply_air_temp_range,"(45.0, 55.0)"
1,min_cooling_supply_air_temp,13.353398974845822
1,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
1,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
2,heating_day_setpoint,19.778853596915766
2,heating_day_setpoint_range,"(18.5, 20.5)"
2,heating_night_setpoint,15.025010755222667
2,heating_night_setpoint_range,"(15.0, 16.0)"
2,cooling_day_setpoint,25.6
2,cooling_day_setpoint_range,"(25.6, 25.6)"
2,cooling_night_setpoint,26.446421476297644
2,cooling_night_setpoint_range,"(26.0, 28.0)"
2,max_heating_supply_air_temp,52.364712141640126
2,max_heating_supply_air_temp_range,"(45.0, 55.0)"
2,min_cooling_supply_air_temp,13.353398974845822
2,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
2,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
3,heating_day_setpoint,19.778853596915766
3,heating_day_setpoint_range,"(18.5, 20.5)"
3,heating_night_setpoint,15.025010755222667
3,heating_night_setpoint_range,"(15.0, 16.0)"
3,cooling_day_setpoint,25.6
3,cooling_day_setpoint_range,"(25.6, 25.6)"
3,cooling_night_setpoint,26.446421476297644
3,cooling_night_setpoint_range,"(26.0, 28.0)"
3,max_heating_supply_air_temp,52.364712141640126
3,max_heating_supply_air_temp_range,"(45.0, 55.0)"
3,min_cooling_supply_air_temp,13.353398974845822
3,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
3,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
4,heating_day_setpoint,19.778853596915766
4,heating_day_setpoint_range,"(18.5, 20.5)"
4,heating_night_setpoint,15.025010755222667
4,heating_night_setpoint_range,"(15.0, 16.0)"
4,cooling_day_setpoint,25.6
4,cooling_day_setpoint_range,"(25.6, 25.6)"
4,cooling_night_setpoint,26.446421476297644
4,cooling_night_setpoint_range,"(26.0, 28.0)"
4,max_heating_supply_air_temp,52.364712141640126
4,max_heating_supply_air_temp_range,"(45.0, 55.0)"
4,min_cooling_supply_air_temp,13.353398974845822
4,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
4,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
5,heating_day_setpoint,19.778853596915766
5,heating_day_setpoint_range,"(18.5, 20.5)"
5,heating_night_setpoint,15.025010755222667
5,heating_night_setpoint_range,"(15.0, 16.0)"
5,cooling_day_setpoint,25.6
5,cooling_day_setpoint_range,"(25.6, 25.6)"
5,cooling_night_setpoint,26.446421476297644
5,cooling_night_setpoint_range,"(26.0, 28.0)"
5,max_heating_supply_air_temp,52.364712141640126
5,max_heating_supply_air_temp_range,"(45.0, 55.0)"
5,min_cooling_supply_air_temp,13.353398974845822
5,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
5,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
6,heating_day_setpoint,19.778853596915766
6,heating_day_setpoint_range,"(18.5, 20.5)"
6,heating_night_setpoint,15.025010755222667
6,heating_night_setpoint_range,"(15.0, 16.0)"
6,cooling_day_setpoint,25.6
6,cooling_day_setpoint_range,"(25.6, 25.6)"
6,cooling_night_setpoint,26.446421476297644
6,cooling_night_setpoint_range,"(26.0, 28.0)"
6,max_heating_supply_air_temp,52.364712141640126
6,max_heating_supply_air_temp_range,"(45.0, 55.0)"
6,min_cooling_supply_air_temp,13.353398974845822
6,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
6,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
7,heating_day_setpoint,19.778853596915766
7,heating_day_setpoint_range,"(18.5, 20.5)"
7,heating_night_setpoint,15.025010755222667
7,heating_night_setpoint_range,"(15.0, 16.0)"
7,cooling_day_setpoint,25.6
7,cooling_day_setpoint_range,"(25.6, 25.6)"
7,cooling_night_setpoint,26.446421476297644
7,cooling_night_setpoint_range,"(26.0, 28.0)"
7,max_heating_supply_air_temp,52.364712141640126
7,max_heating_supply_air_temp_range,"(45.0, 55.0)"
7,min_cooling_supply_air_temp,13.353398974845822
7,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
7,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
8,heating_day_setpoint,19.778853596915766
8,heating_day_setpoint_range,"(18.5, 20.5)"
8,heating_night_setpoint,15.025010755222667
8,heating_night_setpoint_range,"(15.0, 16.0)"
8,cooling_day_setpoint,25.6
8,cooling_day_setpoint_range,"(25.6, 25.6)"
8,cooling_night_setpoint,26.446421476297644
8,cooling_night_setpoint_range,"(26.0, 28.0)"
8,max_heating_supply_air_temp,52.364712141640126
8,max_heating_supply_air_temp_range,"(45.0, 55.0)"
8,min_cooling_supply_air_temp,13.353398974845822
8,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
8,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
9,heating_day_setpoint,19.778853596915766
9,heating_day_setpoint_range,"(18.5, 20.5)"
9,heating_night_setpoint,15.025010755222667
9,heating_night_setpoint_range,"(15.0, 16.0)"
9,cooling_day_setpoint,25.6
9,cooling_day_setpoint_range,"(25.6, 25.6)"
9,cooling_night_setpoint,26.446421476297644
9,cooling_night_setpoint_range,"(26.0, 28.0)"
9,max_heating_supply_air_temp,52.364712141640126
9,max_heating_supply_air_temp_range,"(45.0, 55.0)"
9,min_cooling_supply_air_temp,13.353398974845822
9,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
9,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
10,heating_day_setpoint,19.778853596915766
10,heating_day_setpoint_range,"(18.5, 20.5)"
10,heating_night_setpoint,15.025010755222667
10,heating_night_setpoint_range,"(15.0, 16.0)"
10,cooling_day_setpoint,25.6
10,cooling_day_setpoint_range,"(25.6, 25.6)"
10,cooling_night_setpoint,26.446421476297644
10,cooling_night_setpoint_range,"(26.0, 28.0)"
10,max_heating_supply_air_temp,52.364712141640126
10,max_heating_supply_air_temp_range,"(45.0, 55.0)"
10,min_cooling_supply_air_temp,13.353398974845822
10,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
10,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
11,heating_day_setpoint,19.778853596915766
11,heating_day_setpoint_range,"(18.5, 20.5)"
11,heating_night_setpoint,15.025010755222667
11,heating_night_setpoint_range,"(15.0, 16.0)"
11,cooling_day_setpoint,25.6
11,cooling_day_setpoint_range,"(25.6, 25.6)"
11,cooling_night_setpoint,26.446421476297644
11,cooling_night_setpoint_range,"(26.0, 28.0)"
11,max_heating_supply_air_temp,52.364712141640126
11,max_heating_supply_air_temp_range,"(45.0, 55.0)"
11,min_cooling_supply_air_temp,13.353398974845822
11,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
11,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
12,heating_day_setpoint,19.778853596915766
12,heating_day_setpoint_range,"(18.5, 20.5)"
12,heating_night_setpoint,15.025010755222667
12,heating_night_setpoint_range,"(15.0, 16.0)"
12,cooling_day_setpoint,25.6
12,cooling_day_setpoint_range,"(25.6, 25.6)"
12,cooling_night_setpoint,26.446421476297644
12,cooling_night_setpoint_range,"(26.0, 28.0)"
12,max_heating_supply_air_temp,52.364712141640126
12,max_heating_supply_air_temp_range,"(45.0, 55.0)"
12,min_cooling_supply_air_temp,13.353398974845822
12,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
12,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
13,heating_day_setpoint,19.278853596915766
13,heating_day_setpoint_range,"(18.0, 20.0)"
13,heating_night_setpoint,15.025010755222667
13,heating_night_setpoint_range,"(15.0, 16.0)"
13,cooling_day_setpoint,25.6
13,cooling_day_setpoint_range,"(25.6, 25.6)"
13,cooling_night_setpoint,26.446421476297644
13,cooling_night_setpoint_range,"(26.0, 28.0)"
13,max_heating_supply_air_temp,52.364712141640126
13,max_heating_supply_air_temp_range,"(45.0, 55.0)"
13,min_cooling_supply_air_temp,13.353398974845822
13,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
13,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
14,heating_day_setpoint,19.278853596915766
14,heating_day_setpoint_range,"(18.0, 20.0)"
14,heating_night_setpoint,15.025010755222667
14,heating_night_setpoint_range,"(15.0, 16.0)"
14,cooling_day_setpoint,25.6
14,cooling_day_setpoint_range,"(25.6, 25.6)"
14,cooling_night_setpoint,26.446421476297644
14,cooling_night_setpoint_range,"(26.0, 28.0)"
14,max_heating_supply_air_temp,52.364712141640126
14,max_heating_supply_air_temp_range,"(45.0, 55.0)"
14,min_cooling_supply_air_temp,13.353398974845822
14,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
14,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
15,heating_day_setpoint,19.278853596915766
15,heating_day_setpoint_range,"(18.0, 20.0)"
15,heating_night_setpoint,15.025010755222667
15,heating_night_setpoint_range,"(15.0, 16.0)"
15,cooling_day_setpoint,25.6
15,cooling_day_setpoint_range,"(25.6, 25.6)"
15,cooling_night_setpoint,26.446421476297644
15,cooling_night_setpoint_range,"(26.0, 28.0)"
15,max_heating_supply_air_temp,52.364712141640126
15,max_heating_supply_air_temp_range,"(45.0, 55.0)"
15,min_cooling_supply_air_temp,13.353398974845822
15,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
15,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
16,heating_day_setpoint,19.278853596915766
16,heating_day_setpoint_range,"(18.0, 20.0)"
16,heating_night_setpoint,15.025010755222667
16,heating_night_setpoint_range,"(15.0, 16.0)"
16,cooling_day_setpoint,25.6
16,cooling_day_setpoint_range,"(25.6, 25.6)"
16,cooling_night_setpoint,26.446421476297644
16,cooling_night_setpoint_range,"(26.0, 28.0)"
16,max_heating_supply_air_temp,52.364712141640126
16,max_heating_supply_air_temp_range,"(45.0, 55.0)"
16,min_cooling_supply_air_temp,13.353398974845822
16,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
16,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
17,heating_day_setpoint,19.278853596915766
17,heating_day_setpoint_range,"(18.0, 20.0)"
17,heating_night_setpoint,15.025010755222667
17,heating_night_setpoint_range,"(15.0, 16.0)"
17,cooling_day_setpoint,25.6
17,cooling_day_setpoint_range,"(25.6, 25.6)"
17,cooling_night_setpoint,26.446421476297644
17,cooling_night_setpoint_range,"(26.0, 28.0)"
17,max_heating_supply_air_temp,52.364712141640126
17,max_heating_supply_air_temp_range,"(45.0, 55.0)"
17,min_cooling_supply_air_temp,13.353398974845822
17,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
17,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
18,heating_day_setpoint,19.278853596915766
18,heating_day_setpoint_range,"(18.0, 20.0)"
18,heating_night_setpoint,15.025010755222667
18,heating_night_setpoint_range,"(15.0, 16.0)"
18,cooling_day_setpoint,25.6
18,cooling_day_setpoint_range,"(25.6, 25.6)"
18,cooling_night_setpoint,26.446421476297644
18,cooling_night_setpoint_range,"(26.0, 28.0)"
18,max_heating_supply_air_temp,52.364712141640126
18,max_heating_supply_air_temp_range,"(45.0, 55.0)"
18,min_cooling_supply_air_temp,13.353398974845822
18,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
18,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
19,heating_day_setpoint,19.278853596915766
19,heating_day_setpoint_range,"(18.0, 20.0)"
19,heating_night_setpoint,15.025010755222667
19,heating_night_setpoint_range,"(15.0, 16.0)"
19,cooling_day_setpoint,25.6
19,cooling_day_setpoint_range,"(25.6, 25.6)"
19,cooling_night_setpoint,26.446421476297644
19,cooling_night_setpoint_range,"(26.0, 28.0)"
19,max_heating_supply_air_temp,52.364712141640126
19,max_heating_supply_air_temp_range,"(45.0, 55.0)"
19,min_cooling_supply_air_temp,13.353398974845822
19,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
19,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
20,heating_day_setpoint,19.278853596915766
20,heating_day_setpoint_range,"(18.0, 20.0)"
20,heating_night_setpoint,15.025010755222667
20,heating_night_setpoint_range,"(15.0, 16.0)"
20,cooling_day_setpoint,25.6
20,cooling_day_setpoint_range,"(25.6, 25.6)"
20,cooling_night_setpoint,26.446421476297644
20,cooling_night_setpoint_range,"(26.0, 28.0)"
20,max_heating_supply_air_temp,52.364712141640126
20,max_heating_supply_air_temp_range,"(45.0, 55.0)"
20,min_cooling_supply_air_temp,13.353398974845822
20,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
20,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"
21,heating_day_setpoint,19.278853596915766
21,heating_day_setpoint_range,"(18.0, 20.0)"
21,heating_night_setpoint,15.025010755222667
21,heating_night_setpoint_range,"(15.0, 16.0)"
21,cooling_day_setpoint,25.6
21,cooling_day_setpoint_range,"(25.6, 25.6)"
21,cooling_night_setpoint,26.446421476297644
21,cooling_night_setpoint_range,"(26.0, 28.0)"
21,max_heating_supply_air_temp,52.364712141640126
21,max_heating_supply_air_temp_range,"(45.0, 55.0)"
21,min_cooling_supply_air_temp,13.353398974845822
21,min_cooling_supply_air_temp_range,"(12.0, 14.0)"
21,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}"

------------------------------------------------------------

File: D:\Documents\E_Plus_2030_py\output\01198160-9c47-47f3-90ad-10fa9f9b7567\assigned\assigned_hvac_params.csv
============================================================
ogc_fid,param_name,assigned_value
1,hvac_params,"{'heating_day_setpoint': 19.778853596915766, 'heating_day_setpoint_range': (18.5, 20.5), 'heating_night_setpoint': 15.025010755222667, 'heating_night_setpoint_range': (15.0, 16.0), 'cooling_day_setpoint': 25.6, 'cooling_day_setpoint_range': (25.6, 25.6), 'cooling_night_setpoint': 26.446421476297644, 'cooling_night_setpoint_range': (26.0, 28.0), 'max_heating_supply_air_temp': 52.364712141640126, 'max_heating_supply_air_temp_range': (45.0, 55.0), 'min_cooling_supply_air_temp': 13.353398974845822, 'min_cooling_supply_air_temp_range': (12.0, 14.0), 'schedule_details': {'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}}"
1,zones,"{'Zone1': {'hvac_object_name': 'Zone1 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone1 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone1 SETPOINTS'}}"
2,hvac_params,"{'heating_day_setpoint': 19.778853596915766, 'heating_day_setpoint_range': (18.5, 20.5), 'heating_night_setpoint': 15.025010755222667, 'heating_night_setpoint_range': (15.0, 16.0), 'cooling_day_setpoint': 25.6, 'cooling_day_setpoint_range': (25.6, 25.6), 'cooling_night_setpoint': 26.446421476297644, 'cooling_night_setpoint_range': (26.0, 28.0), 'max_heating_supply_air_temp': 52.364712141640126, 'max_heating_supply_air_temp_range': (45.0, 55.0), 'min_cooling_supply_air_temp': 13.353398974845822, 'min_cooling_supply_air_temp_range': (12.0, 14.0), 'schedule_details': {'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}}"
2,zones,"{'Zone1': {'hvac_object_name': 'Zone1 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone1 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone1 SETPOINTS'}, 'Zone2': {'hvac_object_name': 'Zone2 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone2 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone2 SETPOINTS'}}"
3,hvac_params,"{'heating_day_setpoint': 19.778853596915766, 'heating_day_setpoint_range': (18.5, 20.5), 'heating_night_setpoint': 15.025010755222667, 'heating_night_setpoint_range': (15.0, 16.0), 'cooling_day_setpoint': 25.6, 'cooling_day_setpoint_range': (25.6, 25.6), 'cooling_night_setpoint': 26.446421476297644, 'cooling_night_setpoint_range': (26.0, 28.0), 'max_heating_supply_air_temp': 52.364712141640126, 'max_heating_supply_air_temp_range': (45.0, 55.0), 'min_cooling_supply_air_temp': 13.353398974845822, 'min_cooling_supply_air_temp_range': (12.0, 14.0), 'schedule_details': {'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}}"
3,zones,"{'Zone1': {'hvac_object_name': 'Zone1 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone1 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone1 SETPOINTS'}, 'Zone2': {'hvac_object_name': 'Zone2 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone2 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone2 SETPOINTS'}}"
4,hvac_params,"{'heating_day_setpoint': 19.778853596915766, 'heating_day_setpoint_range': (18.5, 20.5), 'heating_night_setpoint': 15.025010755222667, 'heating_night_setpoint_range': (15.0, 16.0), 'cooling_day_setpoint': 25.6, 'cooling_day_setpoint_range': (25.6, 25.6), 'cooling_night_setpoint': 26.446421476297644, 'cooling_night_setpoint_range': (26.0, 28.0), 'max_heating_supply_air_temp': 52.364712141640126, 'max_heating_supply_air_temp_range': (45.0, 55.0), 'min_cooling_supply_air_temp': 13.353398974845822, 'min_cooling_supply_air_temp_range': (12.0, 14.0), 'schedule_details': {'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}}"
4,zones,"{'Zone1': {'hvac_object_name': 'Zone1 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone1 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone1 SETPOINTS'}, 'Zone2': {'hvac_object_name': 'Zone2 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone2 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone2 SETPOINTS'}}"
5,hvac_params,"{'heating_day_setpoint': 19.778853596915766, 'heating_day_setpoint_range': (18.5, 20.5), 'heating_night_setpoint': 15.025010755222667, 'heating_night_setpoint_range': (15.0, 16.0), 'cooling_day_setpoint': 25.6, 'cooling_day_setpoint_range': (25.6, 25.6), 'cooling_night_setpoint': 26.446421476297644, 'cooling_night_setpoint_range': (26.0, 28.0), 'max_heating_supply_air_temp': 52.364712141640126, 'max_heating_supply_air_temp_range': (45.0, 55.0), 'min_cooling_supply_air_temp': 13.353398974845822, 'min_cooling_supply_air_temp_range': (12.0, 14.0), 'schedule_details': {'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}}"
5,zones,"{'Zone1': {'hvac_object_name': 'Zone1 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone1 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone1 SETPOINTS'}, 'Zone2': {'hvac_object_name': 'Zone2 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone2 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone2 SETPOINTS'}}"
6,hvac_params,"{'heating_day_setpoint': 19.778853596915766, 'heating_day_setpoint_range': (18.5, 20.5), 'heating_night_setpoint': 15.025010755222667, 'heating_night_setpoint_range': (15.0, 16.0), 'cooling_day_setpoint': 25.6, 'cooling_day_setpoint_range': (25.6, 25.6), 'cooling_night_setpoint': 26.446421476297644, 'cooling_night_setpoint_range': (26.0, 28.0), 'max_heating_supply_air_temp': 52.364712141640126, 'max_heating_supply_air_temp_range': (45.0, 55.0), 'min_cooling_supply_air_temp': 13.353398974845822, 'min_cooling_supply_air_temp_range': (12.0, 14.0), 'schedule_details': {'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}}"
6,zones,"{'Zone1': {'hvac_object_name': 'Zone1 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone1 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone1 SETPOINTS'}, 'Zone2': {'hvac_object_name': 'Zone2 Ideal Loads', 'hvac_object_type': 'ZONEHVAC:IDEALLOADSAIRSYSTEM', 'heating_setpoint_schedule': 'ZONE HEATING SETPOINTS', 'cooling_setpoint_schedule': 'ZONE COOLING SETPOINTS', 'thermostat_name': 'Zone2 CONTROLS', 'thermostat_dualsetpoint_name': 'Zone2 SETPOINTS'}}"
7,hvac_params,"{'heating_day_setpoint': 19.778853596915766, 'heating_day_setpoint_range': (18.5, 20.5), 'heating_night_setpoint': 15.025010755222667, 'heating_night_setpoint_range': (15.0, 16.0), 'cooling_day_setpoint': 25.6, 'cooling_day_setpoint_range': (25.6, 25.6), 'cooling_night_setpoint': 26.446421476297644, 'cooling_night_setpoint_range': (26.0, 28.0), 'max_heating_supply_air_temp': 52.364712141640126, 'max_heating_supply_air_temp_range': (45.0, 55.0), 'min_cooling_supply_air_temp': 13.353398974845822, 'min_cooling_supply_air_temp_range': (12.0, 14.0), 'schedule_details': {'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}}"
